paper_id,dblp_key,congress,level,area,year,window,country_code,source,method,confidence,matched_by,source_work_id,doi,n_institutions_for_country
P0028885,conf/siggraph/OkabeI03,SIGGRAPH,A*,HCI,2003,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/965400.965565,10.1145/965400.965565,
P0028929,conf/siggraph/SimonB03,SIGGRAPH,A*,HCI,2003,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/965400.965544,10.1145/965400.965544,
P0028942,conf/siggraph/TakahashiKN03,SIGGRAPH,A*,HCI,2003,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/965333.965382,10.1145/965333.965382,
P0028946,conf/siggraph/TanakaMWMSI03,SIGGRAPH,A*,HCI,2003,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/965333.965392,10.1145/965333.965392,
P0029086,conf/sigir/XuLG03,SIGIR,A*,Bases de datos,2003,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/860435.860485,10.1145/860435.860485,
P0029107,conf/sigmetrics/FeamsterABK03,SIGMETRICS,A*,Sistemas,2003,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/781027.781043,10.1145/781027.781043,
P0029201,conf/sigmod/MiloAABN03,SIGMOD,A*,Bases de datos,2003,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/872757.872793,10.1145/872757.872793,
P0029675,conf/uist/FitzmauriceKPBK03,UIST,A*,HCI,2003,2001-2005,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/964696.964704,10.1145/964696.964704,
P0030696,conf/mm/Sparacino04,ACMMM,A*,IA / ML,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1027527.1027541,10.1145/1027527.1027541,
P0030708,conf/mm/WagnerK04,ACMMM,A*,IA / ML,2004,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1027527.1027546,10.1145/1027527.1027546,
P0031267,conf/chi/BittonAK04,CHI,A*,HCI,2004,2001-2005,IE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/985692.985755,10.1145/985692.985755,
P0031331,conf/chi/RyokaiMI04,CHI,A*,HCI,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/985692.985731,10.1145/985692.985731,
P0031383,conf/cikm/KnabeT04,CIKM,A,Bases de datos,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1031171.1031265,10.1145/1031171.1031265,
P0031403,conf/cikm/MekhaldiLI04,CIKM,A,Bases de datos,2004,2001-2005,CH,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1031171.1031185,10.1145/1031171.1031185,
P0031647,conf/cscw/GolderD04,CSCW,A,HCI,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1031607.1031668,10.1145/1031607.1031668,
P0031763,conf/dac/BraunNSCHSLM04,DAC,A*,Sistemas,2004,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/996566.996763,10.1145/996566.996763,
P0031823,conf/dac/KorsmeyerZG04,DAC,A*,Sistemas,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/996566.996736,10.1145/996566.996736,
P0031829,conf/dac/LeLP04,DAC,A*,Sistemas,2004,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/996566.996665,10.1145/996566.996665,
P0032281,conf/ACMdis/AgnelliBD04,DIS,A,HCI,2004,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1013115.1013162,10.1145/1013115.1013162,
P0032313,conf/ACMdis/KieslingerP04,DIS,A,HCI,2004,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1013115.1013147,10.1145/1013115.1013147,
P0032316,conf/ACMdis/Kjolberg04,DIS,A,HCI,2004,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1013115.1013178,10.1145/1013115.1013178,
P0032321,conf/ACMdis/MesseterBHJ04,DIS,A,HCI,2004,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1013115.1013121,10.1145/1013115.1013121,
P0032325,conf/ACMdis/PapadopoulosBST04,DIS,A,HCI,2004,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1013115.1013183,10.1145/1013115.1013183,
P0032332,conf/ACMdis/Skog04,DIS,A,HCI,2004,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1013115.1013171,10.1145/1013115.1013171,
P0032333,conf/ACMdis/Smith04,DIS,A,HCI,2004,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1013115.1013117,10.1145/1013115.1013117,
P0035874,conf/ics/GautierH04,ICS,A,Sistemas,2004,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1006209.1006223,10.1145/1006209.1006223,
P0036130,conf/icsoc/KaabiSR04,ICSOC,A,Ing. del Software,2004,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1035167.1035211,10.1145/1035167.1035211,
P0037975,conf/issta/Tonella04,ISSTA,A,Ing. del Software,2004,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1007512.1007528,10.1145/1007512.1007528,
P0038276,conf/iui/HiramatsuK04,IUI,A,HCI,2004,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/964442.964498,10.1145/964442.964498,
P0038289,conf/iui/LiuM04,IUI,A,HCI,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/964442.964451,10.1145/964442.964451,
P0038293,conf/iui/MertensRE04,IUI,A,HCI,2004,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/964442.964505,10.1145/964442.964505,
P0038295,conf/iui/Molina04,IUI,A,HCI,2004,2001-2005,ES,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/964442.964533,10.1145/964442.964533,
P0038326,conf/iui/WagnerL04,IUI,A,HCI,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/964442.964450,10.1145/964442.964450,
P0038327,conf/iui/WagnerL04a,IUI,A,HCI,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/964442.964538,10.1145/964442.964538,
P0039184,conf/kdd/SeppanenM04,KDD,A*,Bases de datos,2004,2001-2005,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1014052.1014140,10.1145/1014052.1014140,
P0039690,conf/mswim/AcquavivaLB04,MSWIM,A,Redes,2004,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1023663.1023673,10.1145/1023663.1023673,
P0039703,conf/mswim/Davis04,MSWIM,A,Redes,2004,2001-2005,IE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1023663.1023706,10.1145/1023663.1023706,
P0039713,conf/mswim/Koskinen04,MSWIM,A,Redes,2004,2001-2005,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1023663.1023666,10.1145/1023663.1023666,
P0039777,conf/mobisys/SchmandtLKA04,Mobisys,A,Redes,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/990064.990074,10.1145/990064.990074,
P0040233,conf/pods/ZhouW04,PODS,A*,Bases de datos,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1055558.1055579,10.1145/1055558.1055579,
P0040248,conf/popl/GiacobazziM04,POPL,A*,Ing. del Software,2004,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/964001.964017,10.1145/964001.964017,
P0040852,conf/siggraph/AitkenBLSPW04,SIGGRAPH,A*,HCI,2004,2001-2005,NZ,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1103900.1103911,10.1145/1103900.1103911,
P0040956,conf/siggraph/DoblerS04,SIGGRAPH,A*,HCI,2004,2001-2005,AT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1103900.1103925,10.1145/1103900.1103925,
P0041480,conf/sigir/XuG04,SIGIR,A*,Bases de datos,2004,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1008992.1009029,10.1145/1008992.1009029,
P0041482,conf/sigir/XuWL04,SIGIR,A*,Bases de datos,2004,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1008992.1009064,10.1145/1008992.1009064,
P0041487,conf/sigir/Zahariev04,SIGIR,A*,Bases de datos,2004,2001-2005,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1008992.1009133,10.1145/1008992.1009133,
P0041590,conf/sigmod/DarHS04,SIGMOD,A*,Bases de datos,2004,2001-2005,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1007568.1007679,10.1145/1007568.1007679,
P0041916,conf/stoc/Aaronson04a,STOC,A*,Teoría,2004,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1007352.1007358,10.1145/1007352.1007358,
P0042125,conf/uist/KhanFABK04,UIST,A*,HCI,2004,2001-2005,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1029632.1029655,10.1145/1029632.1029655,
P0042135,conf/uist/MiyaokuHT04,UIST,A*,HCI,2004,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1029632.1029657,10.1145/1029632.1029657,
P0042420,conf/www/Despeyroux04,WWW,A*,Bases de datos,2004,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/988672.988766,10.1145/988672.988766,
P0042439,conf/www/LiHPHCA04,WWW,A*,Bases de datos,2004,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/988672.988712,10.1145/988672.988712,
P0042863,conf/atal/DavidssonJ05,AAMAS,A,IA / ML,2005,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1082473.1082742,10.1145/1082473.1082742,
P0042904,conf/atal/GuyotDL05,AAMAS,A,IA / ML,2005,2001-2005,MX,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1082473.1082503,10.1145/1082473.1082503,
P0042951,conf/atal/Matsubara05,AAMAS,A,IA / ML,2005,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1082473.1082571,10.1145/1082473.1082571,
P0043226,conf/mm/BilascoGVM05,ACMMM,A*,IA / ML,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1101149.1101254,10.1145/1101149.1101254,
P0043238,conf/mm/Ciglar05,ACMMM,A*,IA / ML,2005,2001-2005,SI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1101149.1101377,10.1145/1101149.1101377,
P0043260,conf/mm/HsiehL05,ACMMM,A*,IA / ML,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1101149.1101314,10.1145/1101149.1101314,
P0043280,conf/mm/KapoorP05,ACMMM,A*,IA / ML,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1101149.1101300,10.1145/1101149.1101300,
P0043289,conf/mm/KrithivasanI05,ACMMM,A*,IA / ML,2005,2001-2005,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1101149.1101368,10.1145/1101149.1101368,
P0043344,conf/mm/Pentland05,ACMMM,A*,IA / ML,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1101149.1101302,10.1145/1101149.1101302,
P0043351,conf/mm/RennoMR05,ACMMM,A*,IA / ML,2005,2001-2005,BR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1101149.1101374,10.1145/1101149.1101374,
P0043351,conf/mm/RennoMR05,ACMMM,A*,IA / ML,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1101149.1101374,10.1145/1101149.1101374,
P0043370,conf/mm/TakagiS05,ACMMM,A*,IA / ML,2005,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1101149.1101247,10.1145/1101149.1101247,
P0043939,conf/assets/Pareto05,ASSETS,A,HCI,2005,2001-2005,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1090785.1090836,10.1145/1090785.1090836,
P0044268,conf/chi/ArroyoBS05,CHI,A*,HCI,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1054972.1055059,10.1145/1054972.1055059,
P0044312,conf/chi/KhanMFK05,CHI,A*,HCI,2005,2001-2005,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1054972.1055082,10.1145/1054972.1055082,
P0044417,conf/cikm/EdaOY05,CIKM,A,Bases de datos,2005,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1099554.1099598,10.1145/1099554.1099598,
P0044452,conf/cikm/KanT05,CIKM,A,Bases de datos,2005,2001-2005,SG,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1099554.1099649,10.1145/1099554.1099649,
P0044480,conf/cikm/MartinetCM05,CIKM,A,Bases de datos,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1099554.1099737,10.1145/1099554.1099737,
P0045498,conf/sigecom/GentryRS05,EC,A*,Teoría,2005,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1064009.1064026,10.1145/1064009.1064026,
P0046192,conf/gecco/Collins05,GECCO,A,IA / ML,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1068009.1068282,10.1145/1068009.1068282,
P0046208,conf/gecco/DiazR05,GECCO,A,IA / ML,2005,2001-2005,ES,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1068009.1068383,10.1145/1068009.1068383,
P0046336,conf/gecco/MontanaR05,GECCO,A,IA / ML,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1068009.1068342,10.1145/1068009.1068342,
P0049152,conf/ics/DuranGC05,ICS,A,Sistemas,2005,2001-2005,ES,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1088149.1088166,10.1145/1088149.1088166,
P0051958,conf/iui/AlbertiniBSZ05,IUI,A,HCI,2005,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1040830.1040905,10.1145/1040830.1040905,
P0051965,conf/iui/BonanniLS05,IUI,A,HCI,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1040830.1040913,10.1145/1040830.1040913,
P0051995,conf/iui/LiebermanFDE05,IUI,A,HCI,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1040830.1040898,10.1145/1040830.1040898,
P0051996,conf/iui/LiuL05,IUI,A,HCI,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1040830.1040908,10.1145/1040830.1040908,
P0052901,conf/kdd/ChenJUY05,KDD,A*,Bases de datos,2005,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1081870.1081968,10.1145/1081870.1081968,
P0052966,conf/kdd/RaskuttiH05,KDD,A*,Bases de datos,2005,2001-2005,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1081870.1081924,10.1145/1081870.1081924,
P0053341,conf/mobicom/Ramanathan05,MOBICOM,A*,Redes,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1080829.1080843,10.1145/1080829.1080843,
P0053392,conf/mswim/KoskinenV05,MSWIM,A,Redes,2005,2001-2005,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1089444.1089478,10.1145/1089444.1089478,
P0053394,conf/mswim/KurtHB05,MSWIM,A,Redes,2005,2001-2005,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1089444.1089481,10.1145/1089444.1089481,
P0053398,conf/mswim/Maille05,MSWIM,A,Redes,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1089444.1089449,10.1145/1089444.1089449,
P0054285,conf/sigcomm/HeusseRGD05,SIGCOMM,A*,Redes,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1080091.1080107,10.1145/1080091.1080107,
P0054403,conf/sigcse/PavlovY05,SIGCSE,A,HCI,2005,2001-2005,RU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1047344.1047426,10.1145/1047344.1047426,
P0054440,conf/siggraph/Akayama05,SIGGRAPH,A*,HCI,2005,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086068,10.1145/1086057.1086068,
P0054441,conf/siggraph/Akayama05a,SIGGRAPH,A*,HCI,2005,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086154,10.1145/1086057.1086154,
P0054452,conf/siggraph/AtlanFBB05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086161,10.1145/1086057.1086161,
P0054477,conf/siggraph/BernosLHB05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086185,10.1145/1086057.1086185,
P0054478,conf/siggraph/BertrandS05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086071,10.1145/1086057.1086071,
P0054492,conf/siggraph/Boeri05,SIGGRAPH,A*,HCI,2005,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086072,10.1145/1086057.1086072,
P0054493,conf/siggraph/Boeri05a,SIGGRAPH,A*,HCI,2005,2001-2005,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086073,10.1145/1086057.1086073,
P0054495,conf/siggraph/Bonassi05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086130,10.1145/1086057.1086130,
P0054510,conf/siggraph/Bumgarner-Kirby05,SIGGRAPH,A*,HCI,2005,2001-2005,MX,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086076,10.1145/1086057.1086076,
P0054518,conf/siggraph/CastaingHTR05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086151,10.1145/1086057.1086151,
P0054548,conf/siggraph/DenisS05,SIGGRAPH,A*,HCI,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086179,10.1145/1086057.1086179,
P0054563,conf/siggraph/DucosBB05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086209,10.1145/1086057.1086209,
P0054565,conf/siggraph/Dumitriu05,SIGGRAPH,A*,HCI,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086081,10.1145/1086057.1086081,
P0054595,conf/siggraph/GarciaFVFB05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086166,10.1145/1086057.1086166,
P0054602,conf/siggraph/GeladeLMPR05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086191,10.1145/1086057.1086191,
P0054603,conf/siggraph/Gerrard05,SIGGRAPH,A*,HCI,2005,2001-2005,IE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086064,10.1145/1086057.1086064,
P0054615,conf/siggraph/GonnertW05,SIGGRAPH,A*,HCI,2005,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086193,10.1145/1086057.1086193,
P0054639,conf/siggraph/Guesdon05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086093,10.1145/1086057.1086093,
P0054681,conf/siggraph/HollandsS05,SIGGRAPH,A*,HCI,2005,2001-2005,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086198,10.1145/1086057.1086198,
P0054707,conf/siggraph/JaneczekDB05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086157,10.1145/1086057.1086157,
P0054708,conf/siggraph/Jaquemet05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086197,10.1145/1086057.1086197,
P0054726,conf/siggraph/Kawata05,SIGGRAPH,A*,HCI,2005,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086170,10.1145/1086057.1086170,
P0054733,conf/siggraph/Kim05a,SIGGRAPH,A*,HCI,2005,2001-2005,KR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086211,10.1145/1086057.1086211,
P0054764,conf/siggraph/Lepeniotis05,SIGGRAPH,A*,HCI,2005,2001-2005,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086206,10.1145/1086057.1086206,
P0054772,conf/siggraph/Lioret05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086145,10.1145/1086057.1086145,
P0054776,conf/siggraph/LivMVR05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086203,10.1145/1086057.1086203,
P0054853,conf/siggraph/Parker05,SIGGRAPH,A*,HCI,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086156,10.1145/1086057.1086156,
P0054873,conf/siggraph/Pud05,SIGGRAPH,A*,HCI,2005,2001-2005,RU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086123,10.1145/1086057.1086123,
P0054875,conf/siggraph/PullingerSb05,SIGGRAPH,A*,HCI,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086124,10.1145/1086057.1086124,
P0054906,conf/siggraph/SalisA05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086153,10.1145/1086057.1086153,
P0054907,conf/siggraph/SalisA05a,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086180,10.1145/1086057.1086180,
P0054921,conf/siggraph/Seidel05,SIGGRAPH,A*,HCI,2005,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086129,10.1145/1086057.1086129,
P0054953,conf/siggraph/TakahashiM05,SIGGRAPH,A*,HCI,2005,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086199,10.1145/1086057.1086199,
P0054992,conf/siggraph/VeldeDVBB05,SIGGRAPH,A*,HCI,2005,2001-2005,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086175,10.1145/1086057.1086175,
P0055018,conf/siggraph/Wilkinson05,SIGGRAPH,A*,HCI,2005,2001-2005,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086138,10.1145/1086057.1086138,
P0055036,conf/siggraph/YoonIO05,SIGGRAPH,A*,HCI,2005,2001-2005,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1086057.1086182,10.1145/1086057.1086182,
P0055084,conf/sigir/Flores05,SIGIR,A*,Bases de datos,2005,2001-2005,CL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1076034.1076036,10.1145/1076034.1076036,
P0055113,conf/sigir/Leidner05,SIGIR,A*,Bases de datos,2005,2001-2005,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1076034.1076189,10.1145/1076034.1076189,
P0055184,conf/sigir/ZhuJXG05,SIGIR,A*,Bases de datos,2005,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1076034.1076082,10.1145/1076034.1076082,
P0055563,conf/sosp/LeonO05,SOSP,A*,Sistemas,2005,2001-2005,MX,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1095810.1118582,10.1145/1095810.1118582,
P0055582,conf/sosp/SeshadriLSPDK05,SOSP,A*,Sistemas,2005,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1095810.1095812,10.1145/1095810.1095812,
P0055720,conf/stoc/ChristodoulouK05,STOC,A*,Teoría,2005,2001-2005,GR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1060590.1060600,10.1145/1060590.1060600,
P0055740,conf/stoc/Hallgren05,STOC,A*,Teoría,2005,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1060590.1060660,10.1145/1060590.1060660,
P0055750,conf/stoc/LepinksiMS05,STOC,A*,Teoría,2005,2001-2005,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1060590.1060671,10.1145/1060590.1060671,
P0056645,conf/atal/BenfieldHG06,AAMAS,A,IA / ML,2006,2006-2010,AR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1160633.1160938,10.1145/1160633.1160938,
P0056706,conf/atal/Gerbrandy06,AAMAS,A,IA / ML,2006,2006-2010,IT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1160633.1160664,10.1145/1160633.1160664,
P0056709,conf/atal/GilpinS06,AAMAS,A,IA / ML,2006,2006-2010,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1160633.1160732,10.1145/1160633.1160732,
P0056712,conf/atal/GoncalvesLEB06,AAMAS,A,IA / ML,2006,2006-2010,PT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1160633.1160641,10.1145/1160633.1160641,
P0056729,conf/atal/Himoff06,AAMAS,A,IA / ML,2006,2006-2010,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/1160633.1160912,10.1145/1160633.1160912,
