paper_id,dblp_key,congress,level,area,year,window,title,reason
P0180250,conf/soda/KapronKM13,SODA,A*,Teoría,2013,2011-2015,Dynamic graph connectivity in polylogarithmic worst case time.,no_drops_title_match_or_no_volume
P0180257,conf/soda/KobourovUV13,SODA,A*,Teoría,2013,2011-2015,Combinatorial and Geometric Properties of Planar Laman Graphs.,no_drops_title_match_or_no_volume
P0180260,conf/soda/LagerkvistJNZ13,SODA,A*,Teoría,2013,2011-2015,"Complexity of SAT Problems, Clone Theory and the Exponential Time Hypothesis.",no_drops_title_match_or_no_volume
P0180261,conf/soda/LarsenW13,SODA,A*,Teoría,2013,2011-2015,Near-Optimal Range Reporting Structures for Categorical Data.,no_drops_title_match_or_no_volume
P0180264,conf/soda/LeeS13,SODA,A*,Teoría,2013,2011-2015,Clustering Affine Subspaces: Hardness and Algorithms.,no_drops_title_match_or_no_volume
P0180266,conf/soda/LiuL13,SODA,A*,Teoría,2013,2011-2015,Higher-Order Geodesic Voronoi Diagrams in a Polygonal Domain with Holes.,no_drops_title_match_or_no_volume
P0180267,conf/soda/MillerP13,SODA,A*,Teoría,2013,2011-2015,Approximate Maximum Flow on Separable Undirected Graphs.,no_drops_title_match_or_no_volume
P0180269,conf/soda/Moitra13,SODA,A*,Teoría,2013,2011-2015,An Almost Optimal Algorithm for Computing Nonnegative Rank.,no_drops_title_match_or_no_volume
P0180270,conf/soda/MolinaroWY13,SODA,A*,Teoría,2013,2011-2015,Beating the Direct Sum Theorem in Communication Complexity with Implications for Sketching.,no_drops_title_match_or_no_volume
P0180271,conf/soda/MolloyR13,SODA,A*,Teoría,2013,2011-2015,Frozen variables in random boolean constraint satisfaction problems.,no_drops_title_match_or_no_volume
P0180272,conf/soda/Mucha13,SODA,A*,Teoría,2013,2011-2015,Lyndon Words and Short Superstrings.,no_drops_title_match_or_no_volume
P0180278,conf/soda/PostY13,SODA,A*,Teoría,2013,2011-2015,The simplex method is strongly polynomial for deterministic Markov decision processes.,no_drops_title_match_or_no_volume
P0180285,conf/soda/SchederTCT13,SODA,A*,Teoría,2013,2011-2015,Exponential Lower Bounds for the PPSZ k-SAT Algorithm.,no_drops_title_match_or_no_volume
P0180286,conf/soda/SchwellerS13,SODA,A*,Teoría,2013,2011-2015,Fuel Efficient Computation in Passive Self-Assembly.,no_drops_title_match_or_no_volume
P0180399,conf/stacs/Etessami13,STACS,A,Teoría,2013,2011-2015,"The complexity of analyzing infinite-state Markov chains, Markov decision processes, and stochastic games (Invited talk).",no_drops_title_match_or_no_volume
P0183135,conf/alenex/ChimaniZ14,ALENEX,A,Teoría,2014,2011-2015,An Exact Approach to Upward Crossing Minimization.,no_drops_title_match_or_no_volume
P0183136,conf/alenex/DurrV14,ALENEX,A,Teoría,2014,2011-2015,Order constraints for single machine scheduling with non-linear cost.,no_drops_title_match_or_no_volume
P0183137,conf/alenex/GutwengerMS14,ALENEX,A,Teoría,2014,2011-2015,Practical Experience with Hanani-Tutte for Testing c-Planarity.,no_drops_title_match_or_no_volume
P0183141,conf/alenex/Okajima14,ALENEX,A,Teoría,2014,2011-2015,Top-k Substring Matching for Auto-Completion.,no_drops_title_match_or_no_volume
P0183184,conf/approx/JansenRDM14,APPROX/RANDOM,A,Teoría,2014,2011-2015,"Frontmatter, Table of Contents, Preface, Conference Organization.",no_drops_title_match_or_no_volume
P0183662,conf/cav/LeeS14,CAV,A*,Ing. del Software,2014,2011-2015,Unbounded Scalable Verification Based on Approximate Property-Directed Reachability and Datapath Abstraction.,no_drops_title_match_or_no_volume
P0184677,conf/colt/0001Z014,COLT,A*,Teoría,2014,2011-2015,Compressed Counting Meets Compressed Sensing.,no_drops_title_match_or_no_volume
P0184678,conf/colt/0002O14,COLT,A*,Teoría,2014,2011-2015,Learning Mixtures of Discrete Product Distributions using Spectral Decompositions.,no_drops_title_match_or_no_volume
P0184679,conf/colt/AbernethyLST14,COLT,A*,Teoría,2014,2011-2015,Online Linear Optimization via Smoothing.,no_drops_title_match_or_no_volume
P0184680,conf/colt/AgarwalA0NT14,COLT,A*,Teoría,2014,2011-2015,Learning Sparsely Used Overcomplete Dictionaries.,no_drops_title_match_or_no_volume
P0184681,conf/colt/AgarwalBDSS14,COLT,A*,Teoría,2014,2011-2015,Robust Multi-objective Learning with Mentor Feedback.,no_drops_title_match_or_no_volume
P0184682,conf/colt/AlamgirLL14,COLT,A*,Teoría,2014,2011-2015,Density-preserving quantization with application to graph downsampling.,no_drops_title_match_or_no_volume
P0184683,conf/colt/AndersonBGRV14,COLT,A*,Teoría,2014,2011-2015,"The More, the Merrier: the Blessing of Dimensionality for Learning Large Gaussian Mixtures.",no_drops_title_match_or_no_volume
P0184684,conf/colt/AroraGM14,COLT,A*,Teoría,2014,2011-2015,New Algorithms for Learning Incoherent and Overcomplete Dictionaries.,no_drops_title_match_or_no_volume
P0184685,conf/colt/BadanidiyuruLS14,COLT,A*,Teoría,2014,2011-2015,Resourceful Contextual Bandits.,no_drops_title_match_or_no_volume
P0184686,conf/colt/BandeiraKS14,COLT,A*,Teoría,2014,2011-2015,Open Problem: Tightness of maximum likelihood semidefinite relaxations.,no_drops_title_match_or_no_volume
P0184687,conf/colt/Ben-DavidU14,COLT,A*,Teoría,2014,2011-2015,The sample complexity of agnostic learning under deterministic labels.,no_drops_title_match_or_no_volume
P0184688,conf/colt/BhaskaraCMV14,COLT,A*,Teoría,2014,2011-2015,Open Problem: Tensor Decompositions: Algorithms up to the Uniqueness Threshold?,no_drops_title_match_or_no_volume
P0184689,conf/colt/BhaskaraCV14,COLT,A*,Teoría,2014,2011-2015,Uniqueness of Tensor Decompositions with Applications to Polynomial Identifiability.,no_drops_title_match_or_no_volume
P0184690,conf/colt/BurnaevV14,COLT,A*,Teoría,2014,2011-2015,Efficiency of conformalized ridge regression.,no_drops_title_match_or_no_volume
P0184691,conf/colt/ChandrasekaranK14,COLT,A*,Teoría,2014,2011-2015,Finding a most biased coin with fewest flips.,no_drops_title_match_or_no_volume
P0184692,conf/colt/ChenYC14,COLT,A*,Teoría,2014,2011-2015,A Convex Formulation for Mixed Regression with Two Components: Minimax Optimal Rates.,no_drops_title_match_or_no_volume
P0184693,conf/colt/Christiano14,COLT,A*,Teoría,2014,2011-2015,Open Problem: Online Local Learning.,no_drops_title_match_or_no_volume
P0184694,conf/colt/DanielyLS14,COLT,A*,Teoría,2014,2011-2015,The Complexity of Learning Halfspaces using Generalized Linear Methods.,no_drops_title_match_or_no_volume
P0184695,conf/colt/DanielyS14,COLT,A*,Teoría,2014,2011-2015,Optimal learners for multiclass problems.,no_drops_title_match_or_no_volume
P0184696,conf/colt/DaskalakisK14,COLT,A*,Teoría,2014,2011-2015,Faster and Sample Near-Optimal Algorithms for Proper Learning Mixtures of Gaussians.,no_drops_title_match_or_no_volume
P0184697,conf/colt/DekelDKP14,COLT,A*,Teoría,2014,2011-2015,Online Learning with Composite Loss Functions.,no_drops_title_match_or_no_volume
P0184698,conf/colt/ErvenK14,COLT,A*,Teoría,2014,2011-2015,Follow the Leader with Dropout Perturbations.,no_drops_title_match_or_no_volume
P0184699,conf/colt/Feldman14,COLT,A*,Teoría,2014,2011-2015,Open Problem: The Statistical Query Complexity of Learning Sparse Halfspaces.,no_drops_title_match_or_no_volume
P0184700,conf/colt/FeldmanK14,COLT,A*,Teoría,2014,2011-2015,Learning Coverage Functions and Private Release of Marginals.,no_drops_title_match_or_no_volume
P0184701,conf/colt/FeldmanX14,COLT,A*,Teoría,2014,2011-2015,Sample Complexity Bounds on Differentially Private Learning via Communication Complexity.,no_drops_title_match_or_no_volume
P0184702,conf/colt/GaillardSE14,COLT,A*,Teoría,2014,2011-2015,A second-order bound with excess losses.,no_drops_title_match_or_no_volume
P0184703,conf/colt/Gofer14,COLT,A*,Teoría,2014,2011-2015,Higher-Order Regret Bounds with Switching Costs.,no_drops_title_match_or_no_volume
P0184704,conf/colt/Gomez-RodriguezSS14,COLT,A*,Teoría,2014,2011-2015,Open Problem: Finding Good Cascade Sampling Processes for the Network Inference Problem.,no_drops_title_match_or_no_volume
P0184705,conf/colt/GuhaM14,COLT,A*,Teoría,2014,2011-2015,Stochastic Regret Minimization via Thompson Sampling.,no_drops_title_match_or_no_volume
P0184706,conf/colt/HardtMRW14,COLT,A*,Teoría,2014,2011-2015,Computational Limits for Matrix Completion.,no_drops_title_match_or_no_volume
P0184707,conf/colt/HardtW14,COLT,A*,Teoría,2014,2011-2015,Fast matrix completion without the condition number.,no_drops_title_match_or_no_volume
P0184708,conf/colt/HarveyS14,COLT,A*,Teoría,2014,2011-2015,Near-Optimal Herding.,no_drops_title_match_or_no_volume
P0184709,conf/colt/HazanKL14,COLT,A*,Teoría,2014,2011-2015,Logistic Regression: Tight Bounds for Stochastic and Online Optimization.,no_drops_title_match_or_no_volume
P0184710,conf/colt/HazanKM14,COLT,A*,Teoría,2014,2011-2015,Volumetric Spanners: an Efficient Exploration Basis for Learning.,no_drops_title_match_or_no_volume
P0184711,conf/colt/JamiesonMNB14,COLT,A*,Teoría,2014,2011-2015,lil' UCB : An Optimal Exploration Algorithm for Multi-Armed Bandits.,no_drops_title_match_or_no_volume
P0184712,conf/colt/Kale14,COLT,A*,Teoría,2014,2011-2015,Multiarmed Bandits With Limited Expert Advice.,no_drops_title_match_or_no_volume
P0184713,conf/colt/Kale14a,COLT,A*,Teoría,2014,2011-2015,Open Problem: Efficient Online Sparse Regression.,no_drops_title_match_or_no_volume
P0184714,conf/colt/KanadeT14,COLT,A*,Teoría,2014,2011-2015,Distribution-independent Reliable Learning.,no_drops_title_match_or_no_volume
P0184715,conf/colt/KannanVW14,COLT,A*,Teoría,2014,2011-2015,Principal Component Analysis and Higher Correlations for Distributed Data.,no_drops_title_match_or_no_volume
P0184716,conf/colt/KaufmannCG14,COLT,A*,Teoría,2014,2011-2015,On the Complexity of A/B Testing.,no_drops_title_match_or_no_volume
P0184717,conf/colt/Kegl14,COLT,A*,Teoría,2014,2011-2015,Open Problem: A (missing) boosting-type convergence result for AdaBoost.MH with factorized multi-class classifiers.,no_drops_title_match_or_no_volume
P0184718,conf/colt/KleindessnerL14,COLT,A*,Teoría,2014,2011-2015,Uniqueness of Ordinal Embedding.,no_drops_title_match_or_no_volume
P0184719,conf/colt/LiuB14,COLT,A*,Teoría,2014,2011-2015,Most Correlated Arms Identification.,no_drops_title_match_or_no_volume
P0184720,conf/colt/MagureanuCP14,COLT,A*,Teoría,2014,2011-2015,Lipschitz Bandits: Regret Lower Bound and Optimal Algorithms.,no_drops_title_match_or_no_volume
P0184721,conf/colt/MannorPS14,COLT,A*,Teoría,2014,2011-2015,Approachability in unknown games: Online learning meets multi-objective optimization.,no_drops_title_match_or_no_volume
P0184722,conf/colt/MaurerPR14,COLT,A*,Teoría,2014,2011-2015,An Inequality with Applications to Structured Sparsity and Multitask Dictionary Learning.,no_drops_title_match_or_no_volume
P0184723,conf/colt/McMahanO14,COLT,A*,Teoría,2014,2011-2015,Unconstrained Online Linear Learning in Hilbert Spaces: Minimax Algorithms and Normal Approximations.,no_drops_title_match_or_no_volume
P0184724,conf/colt/Mendelson14,COLT,A*,Teoría,2014,2011-2015,Learning without concentration.,no_drops_title_match_or_no_volume
P0184725,conf/colt/MenonW14,COLT,A*,Teoría,2014,2011-2015,Bayes-Optimal Scorers for Bipartite Ranking.,no_drops_title_match_or_no_volume
P0184726,conf/colt/MosselNS14,COLT,A*,Teoría,2014,2011-2015,"Belief propagation, robust reconstruction and optimal recovery of block models.",no_drops_title_match_or_no_volume
P0184727,conf/colt/RakhlinS14,COLT,A*,Teoría,2014,2011-2015,Online Non-Parametric Regression.,no_drops_title_match_or_no_volume
P0184728,conf/colt/RamaswamyBAW14,COLT,A*,Teoría,2014,2011-2015,On the Consistency of Output Code Based Learning Algorithms for Multiclass Learning Problems.,no_drops_title_match_or_no_volume
P0184729,conf/colt/SameiSYZ14,COLT,A*,Teoría,2014,2011-2015,Sample Compression for Multi-label Concept Classes.,no_drops_title_match_or_no_volume
P0184730,conf/colt/SteinwartPWZ14,COLT,A*,Teoría,2014,2011-2015,Elicitation and Identification of Properties.,no_drops_title_match_or_no_volume
P0184731,conf/colt/TolstikhinBK14,COLT,A*,Teoría,2014,2011-2015,Localized Complexities for Transductive Learning.,no_drops_title_match_or_no_volume
P0184732,conf/colt/WarmuthK14,COLT,A*,Teoría,2014,2011-2015,Open Problem: Shifting Experts on Easy Data.,no_drops_title_match_or_no_volume
P0184733,conf/colt/Williamson14,COLT,A*,Teoría,2014,2011-2015,The Geometry of Losses.,no_drops_title_match_or_no_volume
P0184734,conf/colt/X14,COLT,A*,Teoría,2014,2011-2015,Preface.,no_drops_title_match_or_no_volume
P0184735,conf/colt/XuML14,COLT,A*,Teoría,2014,2011-2015,Edge Label Inference in Generalized Stochastic Block Models: from Spectral Theory to Impossibility Results.,no_drops_title_match_or_no_volume
P0184736,conf/colt/YunP14,COLT,A*,Teoría,2014,2011-2015,Community Detection via Random and Adaptive Sampling.,no_drops_title_match_or_no_volume
P0184737,conf/colt/ZhangWJ14,COLT,A*,Teoría,2014,2011-2015,Lower bounds on the performance of polynomial-time algorithms for sparse linear regression.,no_drops_title_match_or_no_volume
P0184748,conf/cp/BletNS14,CP,A,Teoría,2014,2011-2015,Experimental Comparison of BTD and Intelligent Backtracking: Towards an Automatic Per-instance Algorithm Selector.,no_drops_title_match_or_no_volume
P0184765,conf/cp/Fox14,CP,A,Teoría,2014,2011-2015,A Modular Architecture for Hybrid Planning with Theories.,no_drops_title_match_or_no_volume
P0184802,conf/cp/Saraswat14,CP,A,Teoría,2014,2011-2015,Concurrent Constraint Programming Research Programmes - Redux.,no_drops_title_match_or_no_volume
P0186298,conf/wdag/AfratiDK0U14,DISC,A,Sistemas,2014,2011-2015,Assignment of Different-Sized Inputs in MapReduce.,no_drops_title_match_or_no_volume
P0186301,conf/wdag/AvniS14,DISC,A,Sistemas,2014,2011-2015,COP Composition Using Transaction Suspension in the Compiler.,no_drops_title_match_or_no_volume
P0186302,conf/wdag/BertrandL14,DISC,A,Sistemas,2014,2011-2015,The 1-2-3-Toolkit for Building Your Own Balls-into-Bins Algorithm.,no_drops_title_match_or_no_volume
P0186303,conf/wdag/BlinF14,DISC,A,Sistemas,2014,2011-2015,Space-Optimal Silent Self-stabilizing Spanning Tree Constructions Inspired by Proof-Labeling Schemes.,no_drops_title_match_or_no_volume
P0186305,conf/wdag/BuschHPS14,DISC,A,Sistemas,2014,2011-2015,Scheduling Multiple Objects in Distributed Transactional Memory.,no_drops_title_match_or_no_volume
P0186312,conf/wdag/DahlgaardKR14,DISC,A,Sistemas,2014,2011-2015,On Dynamic and Multi-functional Labeling Schemes.,no_drops_title_match_or_no_volume
P0186315,conf/wdag/FatourouK14,DISC,A,Sistemas,2014,2011-2015,The Power of Scheduling-Aware Synchronization.,no_drops_title_match_or_no_volume
P0186324,conf/wdag/HolzerKW14,DISC,A,Sistemas,2014,2011-2015,k-Selection and Sorting in the SINR Model.,no_drops_title_match_or_no_volume
P0186325,conf/wdag/HolzerPRW14,DISC,A,Sistemas,2014,2011-2015,Distributed 3/2-Approximation of the Diameter.,no_drops_title_match_or_no_volume
P0186326,conf/wdag/HungCG14,DISC,A,Sistemas,2014,2011-2015,Non-blocking Monitor Executions for Increased Parallelism.,no_drops_title_match_or_no_volume
P0186327,conf/wdag/JehlLM14,DISC,A,Sistemas,2014,2011-2015,Replacement - Handling Failures in a Replicated State Machine.,no_drops_title_match_or_no_volume
P0186335,conf/wdag/MovahediSZ14,DISC,A,Sistemas,2014,2011-2015,Secure Anonymous Broadcast.,no_drops_title_match_or_no_volume
P0186336,conf/wdag/MovahediZ14,DISC,A,Sistemas,2014,2011-2015,Privacy-Preserving Location-Based Services.,no_drops_title_match_or_no_volume
P0186342,conf/wdag/PelusoPRRQ14,DISC,A,Sistemas,2014,2011-2015,Breaching the Wall of Impossibility Results on Disjoint-Access Parallel TM.,no_drops_title_match_or_no_volume
P0186343,conf/wdag/PerrinMJ14,DISC,A,Sistemas,2014,2011-2015,Update Consistency in Partitionable Systems.,no_drops_title_match_or_no_volume
P0186346,conf/wdag/SealfonS14,DISC,A,Sistemas,2014,2011-2015,Agreement in Partitioned Dynamic Networks.,no_drops_title_match_or_no_volume
P0186347,conf/wdag/SiekW14,DISC,A,Sistemas,2014,2011-2015,Relaxing Opacity in Pessimistic Transactional Memory.,no_drops_title_match_or_no_volume
P0186349,conf/wdag/TimnatHP14,DISC,A,Sistemas,2014,2011-2015,A Practical Transactional Memory Interface.,no_drops_title_match_or_no_volume
P0186669,conf/sigecom/BlakeC14,EC,A*,Teoría,2014,2011-2015,Why marketplace experimentation is harder than it seems: the role of test-control interference.,no_drops_title_match_or_no_volume
P0187812,conf/esa/GibsonVW14,ESA,A,Teoría,2014,2011-2015,Computing Regions Decomposable into m Stars.,no_drops_title_match_or_no_volume
P0187833,conf/esa/Newman14,ESA,A,Teoría,2014,2011-2015,An Improved Analysis of the Mömke-Svensson Algorithm for Graph-TSP on Subquartic Graphs.,no_drops_title_match_or_no_volume
P0189325,conf/icdt/AfratiSRRSU14,ICDT,A,Bases de datos,2014,2011-2015,Anchor-Points Algorithms for Hamming and Edit Distances Using MapReduce.,no_drops_title_match_or_no_volume
P0189328,conf/icdt/ArasuK14,ICDT,A,Bases de datos,2014,2011-2015,Oblivious Query Processing.,no_drops_title_match_or_no_volume
P0189336,conf/icdt/FrancisSS14,ICDT,A,Bases de datos,2014,2011-2015,Datalog Rewritings of Regular Path Queries using Views.,no_drops_title_match_or_no_volume
P0189337,conf/icdt/HeBN14,ICDT,A,Bases de datos,2014,2011-2015,On Load Shedding in Complex Event Processing.,no_drops_title_match_or_no_volume
P0189341,conf/icdt/KoutrisS14,ICDT,A,Bases de datos,2014,2011-2015,A Dichotomy on the Complexity of Consistent Query Answering for Atoms with Simple Keys.,no_drops_title_match_or_no_volume
P0189344,conf/icdt/NiewerthS14,ICDT,A,Bases de datos,2014,2011-2015,Reasoning about XML Constraints based on XML-to-relational mappings.,no_drops_title_match_or_no_volume
P0189348,conf/icdt/Veldhuizen14,ICDT,A,Bases de datos,2014,2011-2015,"Triejoin: A Simple, Worst-Case Optimal Join Algorithm.",no_drops_title_match_or_no_volume
P0189349,conf/icdt/X14,ICDT,A,Bases de datos,2014,2011-2015,Database Theory - ICDT 2014.,no_drops_title_match_or_no_volume
P0189350,conf/icdt/ZeumeS14,ICDT,A,Bases de datos,2014,2011-2015,Dynamic Conjunctive Queries.,no_drops_title_match_or_no_volume
P0194138,conf/kr/AsuncionZZ14,KR,A*,IA / ML,2014,2011-2015,Logic Programs with Ordered Disjunction: First-Order Semantics and Expressiveness.,no_drops_title_match_or_no_volume
P0194139,conf/kr/Aucher14,KR,A*,IA / ML,2014,2011-2015,Axioms .2 and .4 as Interaction Axioms.,no_drops_title_match_or_no_volume
P0194140,conf/kr/Baader14,KR,A*,IA / ML,2014,2011-2015,Ontology-Based Monitoring of Dynamic Systems.,no_drops_title_match_or_no_volume
P0194141,conf/kr/BaaderCGM14,KR,A*,IA / ML,2014,2011-2015,Invited Talks.,no_drops_title_match_or_no_volume
P0194142,conf/kr/BaazEV14,KR,A*,IA / ML,2014,2011-2015,Vienna Summer of Logic.,no_drops_title_match_or_no_volume
P0194143,conf/kr/BaierMM14,KR,A*,IA / ML,2014,2011-2015,Diagnostic Problem Solving via Planning with Ontic and Epistemic Goals.,no_drops_title_match_or_no_volume
P0194144,conf/kr/BartholomewL14,KR,A*,IA / ML,2014,2011-2015,Stable Models of Multi-Valued Formulas: Partial versus Total Functions.,no_drops_title_match_or_no_volume
P0194145,conf/kr/BeekSH14,KR,A*,IA / ML,2014,2011-2015,Rough Set Semantics for Identity on the Web.,no_drops_title_match_or_no_volume
P0194146,conf/kr/Belardinelli14,KR,A*,IA / ML,2014,2011-2015,Satisfiability of Alternating-Time Temporal Epistemic Logic Through Tableaux.,no_drops_title_match_or_no_volume
P0194147,conf/kr/BelleL14,KR,A*,IA / ML,2014,2011-2015,How to Progress Beliefs in Continuous Domains.,no_drops_title_match_or_no_volume
P0194148,conf/kr/BelleL14a,KR,A*,IA / ML,2014,2011-2015,On the Progression of Knowledge in Multiagent Systems.,no_drops_title_match_or_no_volume
P0194149,conf/kr/BenferhatT14,KR,A*,IA / ML,2014,2011-2015,Reasoning with Uncertain Inputs in Possibilistic Networks.,no_drops_title_match_or_no_volume
P0194150,conf/kr/BhattST14,KR,A*,IA / ML,2014,2011-2015,Computing Narratives of Cognitive User Experience for Building Design Analysis: KR for Industry Scale Computer-Aided Architecture Design.,no_drops_title_match_or_no_volume
P0194151,conf/kr/BienvenuCOS14,KR,A*,IA / ML,2014,2011-2015,Nested Regular Path Queries in Description Logics.,no_drops_title_match_or_no_volume
P0194152,conf/kr/BjorndahlHP14,KR,A*,IA / ML,2014,2011-2015,Axiomatizing Rationality.,no_drops_title_match_or_no_volume
P0194153,conf/kr/Bochman14,KR,A*,IA / ML,2014,2011-2015,Dynamic Causal Calculus.,no_drops_title_match_or_no_volume
P0194154,conf/kr/BoothAR14,KR,A*,IA / ML,2014,2011-2015,Interval Methods for Judgment Aggregation in Argumentation.,no_drops_title_match_or_no_volume
P0194155,conf/kr/BorgwardtDP14,KR,A*,IA / ML,2014,2011-2015,Decidable Gödel Description Logics without the Finitely-Valued Model Property.,no_drops_title_match_or_no_volume
P0194156,conf/kr/BotoevaKRWZ14,KR,A*,IA / ML,2014,2011-2015,Query Inseparability for Description Logic Knowledge Bases.,no_drops_title_match_or_no_volume
P0194157,conf/kr/BroeckMD14,KR,A*,IA / ML,2014,2011-2015,Skolemization for Weighted First-Order Model Counting.,no_drops_title_match_or_no_volume
P0194158,conf/kr/CabalarD14,KR,A*,IA / ML,2014,2011-2015,Strong Equivalence of Non-Monotonic Temporal Theories.,no_drops_title_match_or_no_volume
P0194159,conf/kr/CeruttiGVZ14,KR,A*,IA / ML,2014,2011-2015,An SCC Recursive Meta-Algorithm for Computing Preferred Labellings in Abstract Argumentation.,no_drops_title_match_or_no_volume
P0194160,conf/kr/CharalambidisR14,KR,A*,IA / ML,2014,2011-2015,Constructive Negation in Extensional Higher-Order Logic Programming.,no_drops_title_match_or_no_volume
P0194161,conf/kr/ClercqBSCN14,KR,A*,IA / ML,2014,2011-2015,Using Answer Set Programming for Solving Boolean Games.,no_drops_title_match_or_no_volume
P0194162,conf/kr/Coste-MarquisKMM14,KR,A*,IA / ML,2014,2011-2015,On the Revision of Argumentation Systems: Minimal Change of Arguments Statuses.,no_drops_title_match_or_no_volume
P0194163,conf/kr/Delgrande14,KR,A*,IA / ML,2014,2011-2015,Towards a Knowledge Level Analysis of Forgetting.,no_drops_title_match_or_no_volume
P0194164,conf/kr/DeneckerV14,KR,A*,IA / ML,2014,2011-2015,"The Well-Founded Semantics Is the Principle of Inductive Definition, Revisited.",no_drops_title_match_or_no_volume
P0194165,conf/kr/DiakidoyKM014,KR,A*,IA / ML,2014,2011-2015,A Psychology-Inspired Approach to Automated Narrative Text Comprehension.,no_drops_title_match_or_no_volume
P0194166,conf/kr/DistelAB14,KR,A*,IA / ML,2014,2011-2015,Concept Dissimilarity with Triangle Inequality.,no_drops_title_match_or_no_volume
P0194167,conf/kr/DoutreHP14,KR,A*,IA / ML,2014,2011-2015,A Dynamic Logic Framework for Abstract Argumentation.,no_drops_title_match_or_no_volume
P0194168,conf/kr/DuckhamLLL14,KR,A*,IA / ML,2014,2011-2015,On Redundant Topological Constraints.,no_drops_title_match_or_no_volume
P0194169,conf/kr/Dufour-LussierHBL14,KR,A*,IA / ML,2014,2011-2015,Belief Revision in the Propositional Closure of a Qualitative Algebra.,no_drops_title_match_or_no_volume
P0194170,conf/kr/DunneDLW14,KR,A*,IA / ML,2014,2011-2015,Characteristics of Multiple Viewpoints in Abstract Argumentation.,no_drops_title_match_or_no_volume
P0194171,conf/kr/Dyrkolbotn14,KR,A*,IA / ML,2014,2011-2015,How to Argue for Anything: Enforcing Arbitrary Sets of Labellings using AFs.,no_drops_title_match_or_no_volume
P0194172,conf/kr/EckePT14,KR,A*,IA / ML,2014,2011-2015,Answering Instance Queries Relaxed by Concept Similarity.,no_drops_title_match_or_no_volume
P0194173,conf/kr/EveraereKM14,KR,A*,IA / ML,2014,2011-2015,On Egalitarian Belief Merging.,no_drops_title_match_or_no_volume
P0194174,conf/kr/EwinPV14,KR,A*,IA / ML,2014,2011-2015,Transforming Situation Calculus Action Theories for Optimised Reasoning.,no_drops_title_match_or_no_volume
P0194175,conf/kr/FiondaGP14,KR,A*,IA / ML,2014,2011-2015,Knowledge Maps of Web Graphs.,no_drops_title_match_or_no_volume
P0194176,conf/kr/GarciaLS14,KR,A*,IA / ML,2014,2011-2015,Finite Model Reasoning in Horn Description Logics.,no_drops_title_match_or_no_volume
P0194177,conf/kr/GebserJR14,KR,A*,IA / ML,2014,2011-2015,ASP Encodings of Acyclicity Properties.,no_drops_title_match_or_no_volume
P0194178,conf/kr/GirleaAG14,KR,A*,IA / ML,2014,2011-2015,Tracking Beliefs and Intentions in the Werewolf Game.,no_drops_title_match_or_no_volume
P0194179,conf/kr/GottlobHKL14,KR,A*,IA / ML,2014,2011-2015,Stable Model Semantics for Guarded Existential Rules and Description Logics.,no_drops_title_match_or_no_volume
P0194180,conf/kr/GottlobLP14,KR,A*,IA / ML,2014,2011-2015,Datalog+/-: Questions and Answers.,no_drops_title_match_or_no_volume
P0194181,conf/kr/GottlobMP14,KR,A*,IA / ML,2014,2011-2015,Polynomial Combined Rewritings for Existential Rules.,no_drops_title_match_or_no_volume
P0194182,conf/kr/GrossiH14,KR,A*,IA / ML,2014,2011-2015,Justified Beliefs by Justified Arguments.,no_drops_title_match_or_no_volume
P0194183,conf/kr/Gutierrez-BasultoJ014,KR,A*,IA / ML,2014,2011-2015,Lightweight Description Logics and Branching Time: A Troublesome Marriage.,no_drops_title_match_or_no_volume
P0194184,conf/kr/GutierrezHW14,KR,A*,IA / ML,2014,2011-2015,Reasoning about Equilibria in Game-Like Concurrent Systems.,no_drops_title_match_or_no_volume
P0194185,conf/kr/HaanS14,KR,A*,IA / ML,2014,2011-2015,The Parameterized Complexity of Reasoning Problems Beyond NP.,no_drops_title_match_or_no_volume
P0194186,conf/kr/Halpern14,KR,A*,IA / ML,2014,2011-2015,Appropriate Causal Models and Stability of Causation.,no_drops_title_match_or_no_volume
P0194187,conf/kr/HaririCD14,KR,A*,IA / ML,2014,2011-2015,State-Boundedness in Data-Aware Dynamic Systems.,no_drops_title_match_or_no_volume
P0194188,conf/kr/HarrisonLY14,KR,A*,IA / ML,2014,2011-2015,The Semantics of Gringo and Infinitary Propositional Formulas.,no_drops_title_match_or_no_volume
P0194189,conf/kr/Herzig14,KR,A*,IA / ML,2014,2011-2015,"Belief Change Operations: A Short History of Nearly Everything, Told in Dynamic Logic of Propositional Assignments.",no_drops_title_match_or_no_volume
P0194190,conf/kr/HuangM14,KR,A*,IA / ML,2014,2011-2015,A Temporal Logic of Strategic Knowledge.,no_drops_title_match_or_no_volume
P0194191,conf/kr/IanovskiO14,KR,A*,IA / ML,2014,2011-2015,EGuaranteeNash for Boolean Games Is NEXP-Hard.,no_drops_title_match_or_no_volume
P0194192,conf/kr/KazemiBKNP14,KR,A*,IA / ML,2014,2011-2015,Relational Logistic Regression.,no_drops_title_match_or_no_volume
P0194193,conf/kr/KisaBCD14,KR,A*,IA / ML,2014,2011-2015,Probabilistic Sentential Decision Diagrams.,no_drops_title_match_or_no_volume
P0194194,conf/kr/KonevLOW14,KR,A*,IA / ML,2014,2011-2015,Exact Learning of Lightweight Description Logic Ontologies.,no_drops_title_match_or_no_volume
