area,area_report_label,window,rank_eu27_uk,country_code,country_name,country_articles,eu27_uk_articles,share_eu27_uk,share_eu27_uk_pct
Seguridad,Seguridad,2011-2015,12,GR,Greece,19,965,0.019689,1.969
Seguridad,Seguridad,2011-2015,13,FI,Finland,18,965,0.018653,1.865
Seguridad,Seguridad,2011-2015,14,EE,EE,17,965,0.017617,1.762
Seguridad,Seguridad,2011-2015,15,PT,Portugal,13,965,0.013472,1.347
Seguridad,Seguridad,2011-2015,16,PL,Poland,8,965,0.00829,0.829
Seguridad,Seguridad,2011-2015,17,CZ,Czechia,5,965,0.005181,0.518
Seguridad,Seguridad,2011-2015,17,HU,HU,5,965,0.005181,0.518
Seguridad,Seguridad,2011-2015,19,HR,HR,2,965,0.002073,0.207
Seguridad,Seguridad,2011-2015,19,IE,Ireland,2,965,0.002073,0.207
Seguridad,Seguridad,2011-2015,19,SK,SK,2,965,0.002073,0.207
Seguridad,Seguridad,2011-2015,22,BG,BG,1,965,0.001036,0.104
Seguridad,Seguridad,2016-2020,1,DE,Germany,399,1092,0.365385,36.538
Seguridad,Seguridad,2016-2020,2,GB,United Kingdom,272,1092,0.249084,24.908
Seguridad,Seguridad,2016-2020,3,FR,France,201,1092,0.184066,18.407
Seguridad,Seguridad,2016-2020,4,NL,Netherlands,82,1092,0.075092,7.509
Seguridad,Seguridad,2016-2020,5,IT,Italy,68,1092,0.062271,6.227
Seguridad,Seguridad,2016-2020,6,AT,Austria,63,1092,0.057692,5.769
Seguridad,Seguridad,2016-2020,7,BE,Belgium,62,1092,0.056777,5.678
Seguridad,Seguridad,2016-2020,8,ES,Spain,54,1092,0.049451,4.945
Seguridad,Seguridad,2016-2020,9,DK,Denmark,39,1092,0.035714,3.571
Seguridad,Seguridad,2016-2020,10,LU,LU,37,1092,0.033883,3.388
Seguridad,Seguridad,2016-2020,11,SE,Sweden,27,1092,0.024725,2.473
Seguridad,Seguridad,2016-2020,12,FI,Finland,19,1092,0.017399,1.74
Seguridad,Seguridad,2016-2020,13,GR,Greece,18,1092,0.016484,1.648
Seguridad,Seguridad,2016-2020,14,PT,Portugal,14,1092,0.012821,1.282
Seguridad,Seguridad,2016-2020,15,CZ,Czechia,9,1092,0.008242,0.824
Seguridad,Seguridad,2016-2020,16,EE,EE,8,1092,0.007326,0.733
Seguridad,Seguridad,2016-2020,16,RO,RO,8,1092,0.007326,0.733
Seguridad,Seguridad,2016-2020,18,PL,Poland,7,1092,0.00641,0.641
Seguridad,Seguridad,2016-2020,19,HU,HU,3,1092,0.002747,0.275
Seguridad,Seguridad,2016-2020,20,HR,HR,2,1092,0.001832,0.183
Seguridad,Seguridad,2016-2020,21,CY,CY,1,1092,0.000916,0.092
Seguridad,Seguridad,2016-2020,21,IE,Ireland,1,1092,0.000916,0.092
Seguridad,Seguridad,2021-2025,1,DE,Germany,654,1556,0.420308,42.031
Seguridad,Seguridad,2021-2025,2,GB,United Kingdom,346,1556,0.222365,22.237
Seguridad,Seguridad,2021-2025,3,FR,France,195,1556,0.125321,12.532
Seguridad,Seguridad,2021-2025,4,NL,Netherlands,162,1556,0.104113,10.411
Seguridad,Seguridad,2021-2025,5,AT,Austria,90,1556,0.057841,5.784
Seguridad,Seguridad,2021-2025,5,IT,Italy,90,1556,0.057841,5.784
Seguridad,Seguridad,2021-2025,7,BE,Belgium,79,1556,0.050771,5.077
Seguridad,Seguridad,2021-2025,8,ES,Spain,70,1556,0.044987,4.499
Seguridad,Seguridad,2021-2025,9,DK,Denmark,60,1556,0.03856,3.856
Seguridad,Seguridad,2021-2025,10,SE,Sweden,52,1556,0.033419,3.342
Seguridad,Seguridad,2021-2025,11,LU,LU,43,1556,0.027635,2.763
Seguridad,Seguridad,2021-2025,12,FI,Finland,21,1556,0.013496,1.35
Seguridad,Seguridad,2021-2025,13,PT,Portugal,20,1556,0.012853,1.285
Seguridad,Seguridad,2021-2025,14,GR,Greece,19,1556,0.012211,1.221
Seguridad,Seguridad,2021-2025,15,EE,EE,12,1556,0.007712,0.771
Seguridad,Seguridad,2021-2025,15,IE,Ireland,12,1556,0.007712,0.771
Seguridad,Seguridad,2021-2025,17,PL,Poland,11,1556,0.007069,0.707
Seguridad,Seguridad,2021-2025,18,HU,HU,7,1556,0.004499,0.45
Seguridad,Seguridad,2021-2025,19,CY,CY,5,1556,0.003213,0.321
Seguridad,Seguridad,2021-2025,20,CZ,Czechia,4,1556,0.002571,0.257
Seguridad,Seguridad,2021-2025,20,HR,HR,4,1556,0.002571,0.257
Seguridad,Seguridad,2021-2025,22,RO,RO,2,1556,0.001285,0.129
Seguridad,Seguridad,2021-2025,22,SI,SI,2,1556,0.001285,0.129
Seguridad,Seguridad,2021-2025,24,SK,SK,1,1556,0.000643,0.064
Sistemas,"Sistemas, arquitectura y computación",2001-2005,1,DE,Germany,453,2331,0.194337,19.434
Sistemas,"Sistemas, arquitectura y computación",2001-2005,2,FR,France,405,2331,0.173745,17.375
Sistemas,"Sistemas, arquitectura y computación",2001-2005,3,GB,United Kingdom,375,2331,0.160875,16.088
Sistemas,"Sistemas, arquitectura y computación",2001-2005,4,IT,Italy,310,2331,0.13299,13.299
Sistemas,"Sistemas, arquitectura y computación",2001-2005,5,ES,Spain,234,2331,0.100386,10.039
Sistemas,"Sistemas, arquitectura y computación",2001-2005,6,NL,Netherlands,182,2331,0.078078,7.808
Sistemas,"Sistemas, arquitectura y computación",2001-2005,7,SE,Sweden,118,2331,0.050622,5.062
Sistemas,"Sistemas, arquitectura y computación",2001-2005,8,BE,Belgium,115,2331,0.049335,4.934
Sistemas,"Sistemas, arquitectura y computación",2001-2005,9,GR,Greece,69,2331,0.029601,2.96
Sistemas,"Sistemas, arquitectura y computación",2001-2005,10,PT,Portugal,57,2331,0.024453,2.445
Sistemas,"Sistemas, arquitectura y computación",2001-2005,11,AT,Austria,55,2331,0.023595,2.36
Sistemas,"Sistemas, arquitectura y computación",2001-2005,12,HU,HU,45,2331,0.019305,1.931
Sistemas,"Sistemas, arquitectura y computación",2001-2005,13,FI,Finland,42,2331,0.018018,1.802
Sistemas,"Sistemas, arquitectura y computación",2001-2005,14,CZ,Czechia,37,2331,0.015873,1.587
Sistemas,"Sistemas, arquitectura y computación",2001-2005,15,PL,Poland,26,2331,0.011154,1.115
Sistemas,"Sistemas, arquitectura y computación",2001-2005,16,IE,Ireland,17,2331,0.007293,0.729
Sistemas,"Sistemas, arquitectura y computación",2001-2005,17,DK,Denmark,13,2331,0.005577,0.558
Sistemas,"Sistemas, arquitectura y computación",2001-2005,18,RO,RO,8,2331,0.003432,0.343
Sistemas,"Sistemas, arquitectura y computación",2001-2005,18,SI,SI,8,2331,0.003432,0.343
Sistemas,"Sistemas, arquitectura y computación",2001-2005,20,BG,BG,6,2331,0.002574,0.257
Sistemas,"Sistemas, arquitectura y computación",2001-2005,20,CY,CY,6,2331,0.002574,0.257
Sistemas,"Sistemas, arquitectura y computación",2001-2005,22,LT,LT,2,2331,0.000858,0.086
Sistemas,"Sistemas, arquitectura y computación",2001-2005,22,LU,LU,2,2331,0.000858,0.086
Sistemas,"Sistemas, arquitectura y computación",2001-2005,22,SK,SK,2,2331,0.000858,0.086
Sistemas,"Sistemas, arquitectura y computación",2001-2005,25,HR,HR,1,2331,0.000429,0.043
Sistemas,"Sistemas, arquitectura y computación",2006-2010,1,DE,Germany,605,2754,0.21968,21.968
Sistemas,"Sistemas, arquitectura y computación",2006-2010,2,FR,France,539,2754,0.195715,19.572
Sistemas,"Sistemas, arquitectura y computación",2006-2010,3,GB,United Kingdom,427,2754,0.155047,15.505
Sistemas,"Sistemas, arquitectura y computación",2006-2010,4,IT,Italy,338,2754,0.122731,12.273
Sistemas,"Sistemas, arquitectura y computación",2006-2010,5,ES,Spain,264,2754,0.095861,9.586
Sistemas,"Sistemas, arquitectura y computación",2006-2010,6,NL,Netherlands,211,2754,0.076616,7.662
Sistemas,"Sistemas, arquitectura y computación",2006-2010,7,BE,Belgium,122,2754,0.044299,4.43
Sistemas,"Sistemas, arquitectura y computación",2006-2010,8,SE,Sweden,114,2754,0.041394,4.139
Sistemas,"Sistemas, arquitectura y computación",2006-2010,9,GR,Greece,103,2754,0.0374,3.74
Sistemas,"Sistemas, arquitectura y computación",2006-2010,10,PT,Portugal,85,2754,0.030864,3.086
Sistemas,"Sistemas, arquitectura y computación",2006-2010,11,AT,Austria,58,2754,0.02106,2.106
Sistemas,"Sistemas, arquitectura y computación",2006-2010,12,HU,HU,53,2754,0.019245,1.924
Sistemas,"Sistemas, arquitectura y computación",2006-2010,13,PL,Poland,40,2754,0.014524,1.452
Sistemas,"Sistemas, arquitectura y computación",2006-2010,14,FI,Finland,37,2754,0.013435,1.344
Sistemas,"Sistemas, arquitectura y computación",2006-2010,15,DK,Denmark,25,2754,0.009078,0.908
Sistemas,"Sistemas, arquitectura y computación",2006-2010,16,CZ,Czechia,23,2754,0.008351,0.835
Sistemas,"Sistemas, arquitectura y computación",2006-2010,17,IE,Ireland,21,2754,0.007625,0.763
Sistemas,"Sistemas, arquitectura y computación",2006-2010,18,CY,CY,13,2754,0.00472,0.472
Sistemas,"Sistemas, arquitectura y computación",2006-2010,19,RO,RO,10,2754,0.003631,0.363
Sistemas,"Sistemas, arquitectura y computación",2006-2010,20,LU,LU,7,2754,0.002542,0.254
Sistemas,"Sistemas, arquitectura y computación",2006-2010,21,SI,SI,4,2754,0.001452,0.145
Sistemas,"Sistemas, arquitectura y computación",2006-2010,22,EE,EE,3,2754,0.001089,0.109
Sistemas,"Sistemas, arquitectura y computación",2006-2010,22,SK,SK,3,2754,0.001089,0.109
Sistemas,"Sistemas, arquitectura y computación",2006-2010,24,BG,BG,1,2754,0.000363,0.036
Sistemas,"Sistemas, arquitectura y computación",2006-2010,24,LT,LT,1,2754,0.000363,0.036
Sistemas,"Sistemas, arquitectura y computación",2006-2010,24,LV,LV,1,2754,0.000363,0.036
Sistemas,"Sistemas, arquitectura y computación",2011-2015,1,DE,Germany,735,2484,0.295894,29.589
Sistemas,"Sistemas, arquitectura y computación",2011-2015,2,FR,France,469,2484,0.188808,18.881
Sistemas,"Sistemas, arquitectura y computación",2011-2015,3,GB,United Kingdom,436,2484,0.175523,17.552
Sistemas,"Sistemas, arquitectura y computación",2011-2015,4,IT,Italy,252,2484,0.101449,10.145
Sistemas,"Sistemas, arquitectura y computación",2011-2015,5,ES,Spain,208,2484,0.083736,8.374
Sistemas,"Sistemas, arquitectura y computación",2011-2015,6,NL,Netherlands,161,2484,0.064815,6.481
Sistemas,"Sistemas, arquitectura y computación",2011-2015,7,SE,Sweden,139,2484,0.055958,5.596
Sistemas,"Sistemas, arquitectura y computación",2011-2015,8,BE,Belgium,94,2484,0.037842,3.784
Sistemas,"Sistemas, arquitectura y computación",2011-2015,9,PT,Portugal,82,2484,0.033011,3.301
Sistemas,"Sistemas, arquitectura y computación",2011-2015,10,GR,Greece,70,2484,0.02818,2.818
Sistemas,"Sistemas, arquitectura y computación",2011-2015,11,AT,Austria,60,2484,0.024155,2.415
Sistemas,"Sistemas, arquitectura y computación",2011-2015,12,HU,HU,38,2484,0.015298,1.53
Sistemas,"Sistemas, arquitectura y computación",2011-2015,13,FI,Finland,34,2484,0.013688,1.369
Sistemas,"Sistemas, arquitectura y computación",2011-2015,14,PL,Poland,30,2484,0.012077,1.208
Sistemas,"Sistemas, arquitectura y computación",2011-2015,15,CY,CY,27,2484,0.01087,1.087
Sistemas,"Sistemas, arquitectura y computación",2011-2015,16,IE,Ireland,25,2484,0.010064,1.006
Sistemas,"Sistemas, arquitectura y computación",2011-2015,17,DK,Denmark,17,2484,0.006844,0.684
Sistemas,"Sistemas, arquitectura y computación",2011-2015,18,CZ,Czechia,16,2484,0.006441,0.644
Sistemas,"Sistemas, arquitectura y computación",2011-2015,19,RO,RO,5,2484,0.002013,0.201
Sistemas,"Sistemas, arquitectura y computación",2011-2015,20,BG,BG,3,2484,0.001208,0.121
Sistemas,"Sistemas, arquitectura y computación",2011-2015,20,EE,EE,3,2484,0.001208,0.121
Sistemas,"Sistemas, arquitectura y computación",2011-2015,20,LU,LU,3,2484,0.001208,0.121
Sistemas,"Sistemas, arquitectura y computación",2011-2015,23,SK,SK,2,2484,0.000805,0.081
Sistemas,"Sistemas, arquitectura y computación",2011-2015,24,MT,MT,1,2484,0.000403,0.04
Sistemas,"Sistemas, arquitectura y computación",2016-2020,1,DE,Germany,795,2576,0.308618,30.862
Sistemas,"Sistemas, arquitectura y computación",2016-2020,2,GB,United Kingdom,605,2576,0.23486,23.486
Sistemas,"Sistemas, arquitectura y computación",2016-2020,3,FR,France,403,2576,0.156444,15.644
Sistemas,"Sistemas, arquitectura y computación",2016-2020,4,IT,Italy,229,2576,0.088898,8.89
Sistemas,"Sistemas, arquitectura y computación",2016-2020,5,NL,Netherlands,177,2576,0.068711,6.871
Sistemas,"Sistemas, arquitectura y computación",2016-2020,6,ES,Spain,172,2576,0.06677,6.677
Sistemas,"Sistemas, arquitectura y computación",2016-2020,7,AT,Austria,163,2576,0.063276,6.328
Sistemas,"Sistemas, arquitectura y computación",2016-2020,8,SE,Sweden,125,2576,0.048525,4.852
Sistemas,"Sistemas, arquitectura y computación",2016-2020,9,BE,Belgium,92,2576,0.035714,3.571
Sistemas,"Sistemas, arquitectura y computación",2016-2020,10,PT,Portugal,83,2576,0.03222,3.222
Sistemas,"Sistemas, arquitectura y computación",2016-2020,11,GR,Greece,67,2576,0.026009,2.601
Sistemas,"Sistemas, arquitectura y computación",2016-2020,12,FI,Finland,57,2576,0.022127,2.213
Sistemas,"Sistemas, arquitectura y computación",2016-2020,13,PL,Poland,44,2576,0.017081,1.708
Sistemas,"Sistemas, arquitectura y computación",2016-2020,14,DK,Denmark,29,2576,0.011258,1.126
Sistemas,"Sistemas, arquitectura y computación",2016-2020,15,CZ,Czechia,27,2576,0.010481,1.048
Sistemas,"Sistemas, arquitectura y computación",2016-2020,16,IE,Ireland,18,2576,0.006988,0.699
Sistemas,"Sistemas, arquitectura y computación",2016-2020,17,CY,CY,16,2576,0.006211,0.621
Sistemas,"Sistemas, arquitectura y computación",2016-2020,18,HU,HU,7,2576,0.002717,0.272
Sistemas,"Sistemas, arquitectura y computación",2016-2020,18,RO,RO,7,2576,0.002717,0.272
Sistemas,"Sistemas, arquitectura y computación",2016-2020,20,EE,EE,6,2576,0.002329,0.233
Sistemas,"Sistemas, arquitectura y computación",2016-2020,20,LU,LU,6,2576,0.002329,0.233
Sistemas,"Sistemas, arquitectura y computación",2016-2020,22,SK,SK,4,2576,0.001553,0.155
Sistemas,"Sistemas, arquitectura y computación",2016-2020,23,SI,SI,3,2576,0.001165,0.116
Sistemas,"Sistemas, arquitectura y computación",2016-2020,24,HR,HR,2,2576,0.000776,0.078
Sistemas,"Sistemas, arquitectura y computación",2021-2025,1,DE,Germany,932,2832,0.329096,32.91
Sistemas,"Sistemas, arquitectura y computación",2021-2025,2,GB,United Kingdom,640,2832,0.225989,22.599
Sistemas,"Sistemas, arquitectura y computación",2021-2025,3,FR,France,409,2832,0.144421,14.442
Sistemas,"Sistemas, arquitectura y computación",2021-2025,4,IT,Italy,348,2832,0.122881,12.288
Sistemas,"Sistemas, arquitectura y computación",2021-2025,5,NL,Netherlands,196,2832,0.069209,6.921
Sistemas,"Sistemas, arquitectura y computación",2021-2025,6,ES,Spain,193,2832,0.06815,6.815
Sistemas,"Sistemas, arquitectura y computación",2021-2025,7,AT,Austria,161,2832,0.05685,5.685
Sistemas,"Sistemas, arquitectura y computación",2021-2025,8,SE,Sweden,136,2832,0.048023,4.802
Sistemas,"Sistemas, arquitectura y computación",2021-2025,9,BE,Belgium,128,2832,0.045198,4.52
Sistemas,"Sistemas, arquitectura y computación",2021-2025,10,GR,Greece,114,2832,0.040254,4.025
Sistemas,"Sistemas, arquitectura y computación",2021-2025,11,FI,Finland,54,2832,0.019068,1.907
Sistemas,"Sistemas, arquitectura y computación",2021-2025,12,PT,Portugal,51,2832,0.018008,1.801
Sistemas,"Sistemas, arquitectura y computación",2021-2025,13,PL,Poland,34,2832,0.012006,1.201
Sistemas,"Sistemas, arquitectura y computación",2021-2025,14,CZ,Czechia,31,2832,0.010946,1.095
Sistemas,"Sistemas, arquitectura y computación",2021-2025,15,DK,Denmark,29,2832,0.01024,1.024
Sistemas,"Sistemas, arquitectura y computación",2021-2025,16,IE,Ireland,23,2832,0.008121,0.812
Sistemas,"Sistemas, arquitectura y computación",2021-2025,17,CY,CY,15,2832,0.005297,0.53
Sistemas,"Sistemas, arquitectura y computación",2021-2025,18,EE,EE,9,2832,0.003178,0.318
Sistemas,"Sistemas, arquitectura y computación",2021-2025,19,HU,HU,8,2832,0.002825,0.282
Sistemas,"Sistemas, arquitectura y computación",2021-2025,19,LU,LU,8,2832,0.002825,0.282
Sistemas,"Sistemas, arquitectura y computación",2021-2025,21,RO,RO,7,2832,0.002472,0.247
Sistemas,"Sistemas, arquitectura y computación",2021-2025,22,SI,SI,5,2832,0.001766,0.177
Sistemas,"Sistemas, arquitectura y computación",2021-2025,23,BG,BG,4,2832,0.001412,0.141
Sistemas,"Sistemas, arquitectura y computación",2021-2025,24,MT,MT,1,2832,0.000353,0.035
Sistemas,"Sistemas, arquitectura y computación",2021-2025,24,SK,SK,1,2832,0.000353,0.035
Teoría,Teoría,2001-2005,1,DE,Germany,563,1817,0.309851,30.985
Teoría,Teoría,2001-2005,2,FR,France,336,1817,0.18492,18.492
Teoría,Teoría,2001-2005,3,GB,United Kingdom,286,1817,0.157402,15.74
Teoría,Teoría,2001-2005,4,IT,Italy,201,1817,0.110622,11.062
Teoría,Teoría,2001-2005,5,NL,Netherlands,123,1817,0.067694,6.769
Teoría,Teoría,2001-2005,6,ES,Spain,106,1817,0.058338,5.834
Teoría,Teoría,2001-2005,7,SE,Sweden,80,1817,0.044029,4.403
Teoría,Teoría,2001-2005,8,CZ,Czechia,66,1817,0.036324,3.632
Teoría,Teoría,2001-2005,9,IE,Ireland,63,1817,0.034673,3.467
Teoría,Teoría,2001-2005,10,DK,Denmark,59,1817,0.032471,3.247
Teoría,Teoría,2001-2005,11,PL,Poland,50,1817,0.027518,2.752
Teoría,Teoría,2001-2005,12,GR,Greece,42,1817,0.023115,2.312
Teoría,Teoría,2001-2005,13,AT,Austria,38,1817,0.020914,2.091
Teoría,Teoría,2001-2005,14,HU,HU,29,1817,0.01596,1.596
Teoría,Teoría,2001-2005,15,BE,Belgium,19,1817,0.010457,1.046
Teoría,Teoría,2001-2005,15,SK,SK,19,1817,0.010457,1.046
Teoría,Teoría,2001-2005,17,FI,Finland,16,1817,0.008806,0.881
Teoría,Teoría,2001-2005,18,PT,Portugal,10,1817,0.005504,0.55
Teoría,Teoría,2001-2005,19,LV,LV,8,1817,0.004403,0.44
Teoría,Teoría,2001-2005,20,CY,CY,7,1817,0.003853,0.385
Teoría,Teoría,2001-2005,21,BG,BG,5,1817,0.002752,0.275
Teoría,Teoría,2001-2005,22,SI,SI,4,1817,0.002201,0.22
Teoría,Teoría,2001-2005,23,EE,EE,2,1817,0.001101,0.11
Teoría,Teoría,2006-2010,1,DE,Germany,459,1518,0.302372,30.237
Teoría,Teoría,2006-2010,2,FR,France,334,1518,0.220026,22.003
Teoría,Teoría,2006-2010,3,GB,United Kingdom,278,1518,0.183136,18.314
Teoría,Teoría,2006-2010,4,IT,Italy,152,1518,0.100132,10.013
Teoría,Teoría,2006-2010,5,NL,Netherlands,131,1518,0.086298,8.63
Teoría,Teoría,2006-2010,6,ES,Spain,67,1518,0.044137,4.414
Teoría,Teoría,2006-2010,7,SE,Sweden,65,1518,0.042819,4.282
Teoría,Teoría,2006-2010,8,CZ,Czechia,51,1518,0.033597,3.36
Teoría,Teoría,2006-2010,9,IE,Ireland,46,1518,0.030303,3.03
Teoría,Teoría,2006-2010,10,DK,Denmark,44,1518,0.028986,2.899
Teoría,Teoría,2006-2010,11,GR,Greece,43,1518,0.028327,2.833
Teoría,Teoría,2006-2010,12,AT,Austria,41,1518,0.027009,2.701
Teoría,Teoría,2006-2010,12,PL,Poland,41,1518,0.027009,2.701
Teoría,Teoría,2006-2010,14,HU,HU,29,1518,0.019104,1.91
Teoría,Teoría,2006-2010,15,BE,Belgium,25,1518,0.016469,1.647
Teoría,Teoría,2006-2010,16,FI,Finland,15,1518,0.009881,0.988
Teoría,Teoría,2006-2010,16,PT,Portugal,15,1518,0.009881,0.988
Teoría,Teoría,2006-2010,18,SI,SI,7,1518,0.004611,0.461
Teoría,Teoría,2006-2010,19,SK,SK,4,1518,0.002635,0.264
Teoría,Teoría,2006-2010,20,LV,LV,2,1518,0.001318,0.132
Teoría,Teoría,2006-2010,21,BG,BG,1,1518,0.000659,0.066
Teoría,Teoría,2006-2010,21,CY,CY,1,1518,0.000659,0.066
Teoría,Teoría,2006-2010,21,EE,EE,1,1518,0.000659,0.066
Teoría,Teoría,2006-2010,21,HR,HR,1,1518,0.000659,0.066
Teoría,Teoría,2006-2010,21,RO,RO,1,1518,0.000659,0.066
Teoría,Teoría,2011-2015,1,DE,Germany,566,1973,0.286873,28.687
Teoría,Teoría,2011-2015,2,FR,France,408,1973,0.206792,20.679
Teoría,Teoría,2011-2015,3,GB,United Kingdom,368,1973,0.186518,18.652
Teoría,Teoría,2011-2015,4,IT,Italy,169,1973,0.085656,8.566
Teoría,Teoría,2011-2015,5,AT,Austria,132,1973,0.066903,6.69
Teoría,Teoría,2011-2015,5,NL,Netherlands,132,1973,0.066903,6.69
Teoría,Teoría,2011-2015,7,DK,Denmark,108,1973,0.054739,5.474
Teoría,Teoría,2011-2015,8,PL,Poland,93,1973,0.047136,4.714
Teoría,Teoría,2011-2015,9,CZ,Czechia,86,1973,0.043588,4.359
Teoría,Teoría,2011-2015,10,SE,Sweden,77,1973,0.039027,3.903
Teoría,Teoría,2011-2015,11,ES,Spain,65,1973,0.032945,3.294
Teoría,Teoría,2011-2015,12,GR,Greece,52,1973,0.026356,2.636
Teoría,Teoría,2011-2015,13,IE,Ireland,50,1973,0.025342,2.534
Teoría,Teoría,2011-2015,14,BE,Belgium,43,1973,0.021794,2.179
Teoría,Teoría,2011-2015,15,HU,HU,40,1973,0.020274,2.027
Teoría,Teoría,2011-2015,16,PT,Portugal,34,1973,0.017233,1.723
Teoría,Teoría,2011-2015,17,FI,Finland,33,1973,0.016726,1.673
Teoría,Teoría,2011-2015,18,LV,LV,15,1973,0.007603,0.76
Teoría,Teoría,2011-2015,19,SI,SI,7,1973,0.003548,0.355
Teoría,Teoría,2011-2015,19,SK,SK,7,1973,0.003548,0.355
Teoría,Teoría,2011-2015,21,RO,RO,3,1973,0.001521,0.152
Teoría,Teoría,2011-2015,22,LU,LU,2,1973,0.001014,0.101
Teoría,Teoría,2011-2015,23,BG,BG,1,1973,0.000507,0.051
Teoría,Teoría,2011-2015,23,EE,EE,1,1973,0.000507,0.051
Teoría,Teoría,2011-2015,23,HR,HR,1,1973,0.000507,0.051
Teoría,Teoría,2016-2020,1,DE,Germany,817,2689,0.30383,30.383
Teoría,Teoría,2016-2020,2,FR,France,614,2689,0.228338,22.834
Teoría,Teoría,2016-2020,3,GB,United Kingdom,557,2689,0.20714,20.714
Teoría,Teoría,2016-2020,4,AT,Austria,268,2689,0.099665,9.967
Teoría,Teoría,2016-2020,5,NL,Netherlands,235,2689,0.087393,8.739
Teoría,Teoría,2016-2020,6,IT,Italy,202,2689,0.075121,7.512
Teoría,Teoría,2016-2020,7,PL,Poland,201,2689,0.074749,7.475
Teoría,Teoría,2016-2020,8,DK,Denmark,172,2689,0.063964,6.396
Teoría,Teoría,2016-2020,9,CZ,Czechia,128,2689,0.047601,4.76
Teoría,Teoría,2016-2020,10,SE,Sweden,100,2689,0.037189,3.719
Teoría,Teoría,2016-2020,11,BE,Belgium,64,2689,0.023801,2.38
Teoría,Teoría,2016-2020,12,GR,Greece,61,2689,0.022685,2.269
Teoría,Teoría,2016-2020,13,ES,Spain,58,2689,0.021569,2.157
Teoría,Teoría,2016-2020,14,FI,Finland,53,2689,0.01971,1.971
Teoría,Teoría,2016-2020,15,HU,HU,51,2689,0.018966,1.897
Teoría,Teoría,2016-2020,16,PT,Portugal,22,2689,0.008181,0.818
Teoría,Teoría,2016-2020,17,IE,Ireland,13,2689,0.004835,0.483
Teoría,Teoría,2016-2020,18,LV,LV,10,2689,0.003719,0.372
Teoría,Teoría,2016-2020,18,SI,SI,10,2689,0.003719,0.372
Teoría,Teoría,2016-2020,20,RO,RO,7,2689,0.002603,0.26
Teoría,Teoría,2016-2020,21,LU,LU,6,2689,0.002231,0.223
Teoría,Teoría,2016-2020,22,SK,SK,5,2689,0.001859,0.186
Teoría,Teoría,2016-2020,23,EE,EE,4,2689,0.001488,0.149
Teoría,Teoría,2016-2020,24,BG,BG,3,2689,0.001116,0.112
Teoría,Teoría,2016-2020,25,CY,CY,2,2689,0.000744,0.074
Teoría,Teoría,2016-2020,25,HR,HR,2,2689,0.000744,0.074
Teoría,Teoría,2016-2020,27,LT,LT,1,2689,0.000372,0.037
Teoría,Teoría,2021-2025,1,DE,Germany,995,3187,0.312206,31.221
Teoría,Teoría,2021-2025,2,GB,United Kingdom,759,3187,0.238155,23.816
Teoría,Teoría,2021-2025,3,FR,France,682,3187,0.213994,21.399
Teoría,Teoría,2021-2025,4,AT,Austria,335,3187,0.105115,10.511
Teoría,Teoría,2021-2025,5,NL,Netherlands,291,3187,0.091308,9.131
Teoría,Teoría,2021-2025,6,PL,Poland,256,3187,0.080326,8.033
Teoría,Teoría,2021-2025,7,DK,Denmark,248,3187,0.077816,7.782
Teoría,Teoría,2021-2025,8,IT,Italy,220,3187,0.06903,6.903
Teoría,Teoría,2021-2025,9,CZ,Czechia,154,3187,0.048321,4.832
Teoría,Teoría,2021-2025,10,BE,Belgium,86,3187,0.026985,2.698
Teoría,Teoría,2021-2025,10,SE,Sweden,86,3187,0.026985,2.698
Teoría,Teoría,2021-2025,12,FI,Finland,77,3187,0.024161,2.416
Teoría,Teoría,2021-2025,13,ES,Spain,69,3187,0.02165,2.165
Teoría,Teoría,2021-2025,14,GR,Greece,53,3187,0.01663,1.663
Teoría,Teoría,2021-2025,15,HU,HU,42,3187,0.013179,1.318
Teoría,Teoría,2021-2025,16,BG,BG,17,3187,0.005334,0.533
Teoría,Teoría,2021-2025,16,PT,Portugal,17,3187,0.005334,0.533
Teoría,Teoría,2021-2025,18,IE,Ireland,11,3187,0.003452,0.345
Teoría,Teoría,2021-2025,19,EE,EE,10,3187,0.003138,0.314
Teoría,Teoría,2021-2025,20,SI,SI,8,3187,0.00251,0.251
Teoría,Teoría,2021-2025,21,LU,LU,7,3187,0.002196,0.22
Teoría,Teoría,2021-2025,21,SK,SK,7,3187,0.002196,0.22
Teoría,Teoría,2021-2025,23,LV,LV,6,3187,0.001883,0.188
Teoría,Teoría,2021-2025,24,RO,RO,4,3187,0.001255,0.126
Teoría,Teoría,2021-2025,25,HR,HR,1,3187,0.000314,0.031
Teoría,Teoría,2021-2025,25,MT,MT,1,3187,0.000314,0.031
