venue,conference_name,core_year,level,level_in_file,ranking_version_in_file,source_file,source_venue_col,undifferentiated_2010
ISMM,International Symposium on Memory Management,2014,A,A,CORE2014,COREA-2014.csv,2,False
MICRO,International Symposium on Microarchitecture,2014,A,A,CORE2014,COREA-2014.csv,2,False
ISR,International Symposium on Robotics,2014,A,A,CORE2014,COREA-2014.csv,2,False
ISRR,International Symposium on Robotics Research,2014,A,A,CORE2014,COREA-2014.csv,2,False
ISSRE,International Symposium on Software Reliability Engineering,2014,A,A,CORE2014,COREA-2014.csv,2,False
ISSTA,International Symposium on Software Testing and Analysis,2014,A,A,CORE2014,COREA-2014.csv,2,False
SSTD,International Symposium on Spatial and Temporal Databases,2014,A,A,CORE2014,COREA-2014.csv,2,False
APPROX/RANDOM,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,2014,A,A,CORE2014,COREA-2014.csv,2,False
WG,International Workshop on Graph-Theoretic Concepts in Computer Science,2014,A,A,CORE2014,COREA-2014.csv,2,False
RANDOM,International Workshop on Randomization and Computation,2014,A,A,CORE2014,COREA-2014.csv,2,False
SCOPES,International Workshop on Software and Compilers for Embedded Systems,2014,A,A,CORE2014,COREA-2014.csv,2,False
IMC,Internet Measurement Conference,2014,A,A,CORE2014,COREA-2014.csv,2,False
Interspeech,Interspeech (combined EuroSpeech and ICSLP in 2000),2014,A,A,CORE2014,COREA-2014.csv,2,False
K-CAP,Knowledge capture,2014,A,A,CORE2014,COREA-2014.csv,2,False
LPAR,Logic Programming and Automated Reasoning,2014,A,A,CORE2014,COREA-2014.csv,2,False
JELIA,"Logics in Artificial Intelligence, European Conference",2014,A,A,CORE2014,COREA-2014.csv,2,False
MICCAI,Medical Image Computing and Computer-Assisted Intervention,2014,A,A,CORE2014,COREA-2014.csv,2,False
MATES ENASE,"Net Object Days (Includings MATES, ENASE etc.)",2014,A,A,CORE2014,COREA-2014.csv,2,False
NOSSDAV,Network and Operating System Support for Digital Audio and Video,2014,A,A,CORE2014,COREA-2014.csv,2,False
NetStore,Network Storage Symposium,2014,A,A,CORE2014,COREA-2014.csv,2,False
NAACL,North American Association for Computational Linguistics,2014,A,A,CORE2014,COREA-2014.csv,2,False
PACIS,Pacific Asia Conference on Information Systems,2014,A,A,CORE2014,COREA-2014.csv,2,False
PG,Pacific Conference on Computer Graphics and Applications,2014,A,A,CORE2014,COREA-2014.csv,2,False
PAKDD,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2014,A,A,CORE2014,COREA-2014.csv,2,False
PPSN,Parallel Problem Solving from Nature,2014,A,A,CORE2014,COREA-2014.csv,2,False
PT,Performance Tools - International Conference on Model Techniques & Tools for CPE,2014,A,A,CORE2014,COREA-2014.csv,2,False
PPoPP,Principles and Practice of Parallel Programming,2014,A,A,CORE2014,COREA-2014.csv,2,False
SDM,SIAM International Conference on Data Mining,2014,A,A,CORE2014,COREA-2014.csv,2,False
SPICE,Software Process Improvement and Capability Determination,2014,A,A,CORE2014,COREA-2014.csv,2,False
SAS,Static Analysis Symposium,2014,A,A,CORE2014,COREA-2014.csv,2,False
SSPR,Structural and Syntactical Pattern Recognition,2014,A,A,CORE2014,COREA-2014.csv,2,False
VLSI,Symposia on VLSI Technology and Circuits,2014,A,A,CORE2014,COREA-2014.csv,2,False
MASCOTS,Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,2014,A,A,CORE2014,COREA-2014.csv,2,False
MassPar,Symposium on Frontiers of Massively Parallel Processing,2014,A,A,CORE2014,COREA-2014.csv,2,False
HOTCHIPS (HCS),Symposium on High Performance Chips,2014,A,A,CORE2014,COREA-2014.csv,2,False
SPAA,Symposium on Parallelism in Algorithms and Architectures,2014,A,A,CORE2014,COREA-2014.csv,2,False
SRDS,Symposium on Reliable Distributed Systems,2014,A,A,CORE2014,COREA-2014.csv,2,False
TEI,"Tangible, Embedded, and Embodied Interaction",2014,A,A,CORE2014,COREA-2014.csv,2,False
RAID,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",2014,A,A,CORE2014,COREA-2014.csv,2,False
TARK,Theoretical Aspects of Rationality and Knowledge,2014,A,A,CORE2014,COREA-2014.csv,2,False
TCC,Theory of Cryptography Conference,2014,A,A,CORE2014,COREA-2014.csv,2,False
TACAS,Tools and Algorithms for Construction and Analysis of Systems,2014,A,A,CORE2014,COREA-2014.csv,2,False
USITS,Unix Symposium on Internet Technologies,2014,A,A,CORE2014,COREA-2014.csv,2,False
SDSDI,Unix Symposium on Operating Systems Design and Implementation,2014,A,A,CORE2014,COREA-2014.csv,2,False
USENIX,Usenix Annual Technical Conference,2014,A,A,CORE2014,COREA-2014.csv,2,False
NDSS,Usenix Network and Distributed System Security Symposium,2014,A,A,CORE2014,COREA-2014.csv,2,False
HotOS,USENIX Workshop on Hot Topics in Operating Systems,2014,A,A,CORE2014,COREA-2014.csv,2,False
ALENEX,Workshop on Algorithm Engineering and Experiments,2014,A,A,CORE2014,COREA-2014.csv,2,False
SIGCOMM,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
CCS,ACM Conference on Computer and Communications Security,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
JCDL,ACM Conference on Digital Libraries,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
SENSYS,ACM Conference on Embedded Networked Sensor Systems,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
OOPSLA,ACM Conference on Object Oriented Programming Systems Languages and Applications,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
KDD,ACM International Conference on Knowledge Discovery and Data Mining,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
MOBICOM,ACM International Conference on Mobile Computing and Networking,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
SIGIR,ACM International Conference on Research and Development in Information Retrieval,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
WSDM,ACM International Conference on Web Search and Data Mining,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
UbiComp,ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ISCA,ACM International Symposium on Computer Architecture,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ACMMM,ACM Multimedia,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
SIGGRAPH,ACM SIG International Conference on Computer Graphics and Interactive Techniques,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
PODS,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
SOSP,ACM SIGOPS Symposium on Operating Systems Principles,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
SIGMOD,ACM Special Interest Group on Management of Data Conference,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
PODC,ACM Symposium on Principles of Distributed Computing,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
STOC,ACM Symposium on Theory of Computing,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
POPL,ACM-SIGACT Symposium on Principles of Programming Languages,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
PLDI,ACM-SIGPLAN Conference on Programming Language Design and Implementation,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
SODA,ACM/SIAM Symposium on Discrete Algorithms,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
CRYPTO,Advances in Cryptology,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
NeurIPS,Advances in Neural Information Processing Systems (was NIPS),2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ASPLOS,Architectural Support for Programming Languages and Operating Systems,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ACL,Association for Computational Linguistics,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
CAV,Computer Aided Verification,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
UAI,Conference in Uncertainty in Artificial Intelligence,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
COLT,Conference on Learning Theory,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
DCC,Data Compression Conference,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
FOGA,Foundations of Genetic Algorithms,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
IEEE InfoVis,IEEE Information Visualization Conference,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
INFOCOM,IEEE International Conference on Computer Communications,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ICCV,IEEE International Conference on Computer Vision,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ICDM,IEEE International Conference on Data Mining,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
PERCOM,IEEE International Conference on Pervasive Computing and Communications,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ISWC,IEEE International Symposium on Wearable Computers,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
FOCS,IEEE Symposium on Foundations of Computer Science,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
LICS,IEEE Symposium on Logic in Computer Science,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
SP,IEEE Symposium on Security and Privacy,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ISMAR,IEEE/ACM International Symposium on Mixed and Augmented Reality,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
IPSN,Information Processing in Sensor Networks,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ICAPS,International Conference on Automated Planning and Scheduling,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ICDE,International Conference on Data Engineering,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ICFP,International Conference on Functional Programming,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
CHI,International Conference on Human Factors in Computing Systems,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ICIS,International Conference on Information Systems,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ICML,International Conference on Machine Learning,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
PERVASIVE,International Conference on Pervasive Computing (Joined with UbiComp from 2013),2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ICSE,International Conference on Software Engineering,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
KR,International Conference on the Principles of Knowledge Representation and Reasoning,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
EuroCrypt,International Conference on the Theory and Application of Cryptographic Techniques,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
VLDB,International Conference on Very Large Databases,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
IJCAI,International Joint Conference on Artificial Intelligence,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
IJCAR,International Joint Conference on Automated Reasoning,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
AAMAS,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
HPCA,International Symposium on High Performance Computer Architecture,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
ISSAC,International Symposium on Symbolic and Algebraic Computation,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
WWW,International World Wide Web Conference,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
SIGMETRICS,Measurement and Modeling of Computer Systems,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
AAAI,National Conference of the American Association for Artificial Intelligence,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
RTSS,Real Time Systems Symposium,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
RSS,Robotics: Science and Systems,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
USENIX-Security,Usenix Security Symposium,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
OSDI,Usenix Symposium on Operating Systems Design and Implementation,2014,A*,A*,CORE2014,COREAstar-2014.csv,2,False
CSCW,ACM Conference on Computer Supported Cooperative Work,2017,A,A,CORE2017,COREA-2017.csv,2,False
Hypertext,ACM Conference on Hypertext and Social Media,2017,A,A,CORE2017,COREA-2017.csv,2,False
CoNEXT,ACM International Conference on Emerging Networking Experiments and Technologies,2017,A,A,CORE2017,COREA-2017.csv,2,False
CIKM,ACM International Conference on Information and Knowledge Management,2017,A,A,CORE2017,COREA-2017.csv,2,False
ISS,ACM International Conference on Interactive Surfaces and Spaces (was International Workshop on Horizontal Interactive Human-Computer Systems: Tabletop),2017,A,A,CORE2017,COREA-2017.csv,2,False
ICS,ACM International Conference on Supercomputing,2017,A,A,CORE2017,COREA-2017.csv,2,False
HPDC,ACM International Symposium on High Performance Distributed Computing,2017,A,A,CORE2017,COREA-2017.csv,2,False
LCTES,"ACM SIGPLAN Conference on Languages, Compilers and Tools for Embedded Systems",2017,A,A,CORE2017,COREA-2017.csv,2,False
SIGCSE,ACM Special Interest Group on Computer Science Education Conference,2017,A,A,CORE2017,COREA-2017.csv,2,False
MOBIHOC,ACM Symposium on Mobile Ad Hoc Networking and Computing,2017,A,A,CORE2017,COREA-2017.csv,2,False
SSR,ACM Symposium on Software Reusability,2017,A,A,CORE2017,COREA-2017.csv,2,False
UIST,ACM Symposium on User Interface Software and Technology,2017,A,A,CORE2017,COREA-2017.csv,2,False
VRST,ACM Virtual Reality Software and Technology,2017,A,A,CORE2017,COREA-2017.csv,2,False
HOTNETS,ACM Workshop on Hot Topics in Networks,2017,A,A,CORE2017,COREA-2017.csv,2,False
MSWIM,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",2017,A,A,CORE2017,COREA-2017.csv,2,False
Middleware,ACM/IFIP/USENIX International Middleware Conference,2017,A,A,CORE2017,COREA-2017.csv,2,False
MMCN,ACM/SPIE Multimedia Computing and Networking,2017,A,A,CORE2017,COREA-2017.csv,2,False
AiML,Advances in Modal Logic,2017,A,A,CORE2017,COREA-2017.csv,2,False
AMIA,American Medical Informatics Annual Fall Symposium,2017,A,A,CORE2017,COREA-2017.csv,2,False
AMCIS,Americas Conference on Information Systems,2017,A,A,CORE2017,COREA-2017.csv,2,False
ACSAC,Annual Computer Security Applications Conference,2017,A,A,CORE2017,COREA-2017.csv,2,False
ITiCSE,Annual Conference on Innovation and Technology in Computer Science Education,2017,A,A,CORE2017,COREA-2017.csv,2,False
CogSci,Annual Meeting of the Cognitive Science Society,2017,A,A,CORE2017,COREA-2017.csv,2,False
OCIS,AoM Organizational Communication and Information Systems,2017,A,A,CORE2017,COREA-2017.csv,2,False
APCOMin,Application of Computers and Operations Research in the Minerals Industries,2017,A,A,CORE2017,COREA-2017.csv,2,False
AIIM,Artificial Intelligence in Medicine,2017,A,A,CORE2017,COREA-2017.csv,2,False
AOSD,Aspect-Oriented Software Development,2017,A,A,CORE2017,COREA-2017.csv,2,False
ASE,Automated Software Engineering Conference,2017,A,A,CORE2017,COREA-2017.csv,2,False
CSCL,Computer Supported Collaborative Learning,2017,A,A,CORE2017,COREA-2017.csv,2,False
CoNLL,Conference on Computational Natural Language Learning,2017,A,A,CORE2017,COREA-2017.csv,2,False
FAST,Conference on File and Storage Technologies,2017,A,A,CORE2017,COREA-2017.csv,2,False
CIDR,Conference on Innovative Data Systems Research,2017,A,A,CORE2017,COREA-2017.csv,2,False
IPCO,Conference on Integer Programming and Combinatorial Optimization,2017,A,A,CORE2017,COREA-2017.csv,2,False
ITP,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",2017,A,A,CORE2017,COREA-2017.csv,2,False
DOOD,Deductive and Object-Oriented Databases,2017,A,A,CORE2017,COREA-2017.csv,2,False
DAC,Design Automation Conf,2017,A,A,CORE2017,COREA-2017.csv,2,False
EMNLP,Empirical Methods in Natural Language Processing,2017,A,A,CORE2017,COREA-2017.csv,2,False
EAAI,Engineering Applications of Artifical Intelligence,2017,A,A,CORE2017,COREA-2017.csv,2,False
ECRTS,Euromicro Conference on Real-Time Systems,2017,A,A,CORE2017,COREA-2017.csv,2,False
EACL,European Association for Computational Linguistics,2017,A,A,CORE2017,COREA-2017.csv,2,False
ECAI,European Conference on Artificial Intelligence,2017,A,A,CORE2017,COREA-2017.csv,2,False
ECCV,European Conference on Computer Vision,2017,A,A,CORE2017,COREA-2017.csv,2,False
ECIS,European Conference on Information Systems,2017,A,A,CORE2017,COREA-2017.csv,2,False
ECML PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),2017,A,A,CORE2017,COREA-2017.csv,2,False
ECOOP,European Conference on Object-Oriented Programming,2017,A,A,CORE2017,COREA-2017.csv,2,False
ECSA,European Conference on Software Architecture,2017,A,A,CORE2017,COREA-2017.csv,2,False
EUROGRAPH,European Graphics Conference,2017,A,A,CORE2017,COREA-2017.csv,2,False
